Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%
435,Zack Greinke\greinza01,37,HOU,2,0,-127,0,0,0.00%,50.00%,0.00%,93.5,0.00%,0.00%,0.00%,100.00%,0,0.00%,0.00%,100.00%,0,0.00%,-0.4,,,
436,Randal Grichuk\grichra01,29,TOR,545,0.299,85,0.266,0.182,4.00%,20.90%,5.00%,89.7,41.40%,20.00%,39.70%,29.40%,0.66,27.90%,56.10%,16.00%,-1.8,-0.90%,-8.3,28%,0%,31%
437,Trent Grisham\grishtr01,24,SDP,527,0.329,108,0.292,0.171,2.90%,22.60%,10.30%,87.5,36.80%,26.40%,39.90%,23.30%,0.7,30.20%,53.70%,16.10%,0.6,0.30%,5.4,29%,72%,59%
438,Robbie Grossman\grossro01,31,DET,671,0.348,121,0.286,0.176,3.40%,23.10%,14.60%,87.3,34.10%,26.80%,29.30%,35.90%,0.42,33.70%,49.50%,16.80%,1,0.20%,9.3,30%,80%,41%
439,Robert Gsellman\gsellro01,27,NYM,6,0.116,-46,0,0,0.00%,66.70%,16.70%,97.1,100.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,-0.1,-0.10%,-0.8,0%,,
440,Javy Guerra\guerrja01,35,WSN,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
441,Junior Guerra\guerrju02,36,LAA,2,0,-128,0,0,0.00%,50.00%,0.00%,74.9,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.2,,,
442,Vladimir Guerrero Jr.\guerrvl02,22,TOR,698,0.422,170,0.313,0.29,6.90%,15.80%,12.30%,95.1,55.60%,24.40%,45.60%,25.20%,0.84,27.90%,54.30%,17.80%,3.6,2.50%,53.1,32%,80%,34%
443,Luis Guillorme\guilllu01,26,NYM,156,0.323,106,0.315,0.045,0.60%,14.70%,14.70%,85.7,22.70%,25.50%,50.00%,21.80%,1.04,16.40%,59.10%,24.50%,-0.2,-0.10%,-3.4,21%,0%,64%
444,Lourdes Gurriel Jr.\gurrilo01,27,TOR,541,0.34,114,0.305,0.19,3.90%,18.90%,5.90%,89.5,43.40%,24.40%,44.90%,25.20%,0.82,25.40%,54.30%,20.20%,1.2,0.20%,20.9,27%,25%,26%
445,Yuli Gurriel\gourryu01,37,HOU,605,0.362,128,0.336,0.143,2.50%,11.20%,9.80%,89.8,42.00%,25.50%,41.60%,24.30%,0.71,24.10%,58.20%,17.70%,1.2,0.50%,22.8,31%,50%,37%
446,Taylor Gushue\gushuta01,27,CHC,4,0,-133,0,0,0.00%,75.00%,0.00%,87.1,0.00%,0.00%,0.00%,100.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.7,,,
447,Jandel Gustave\gustaja01,28,MIL,2,0,-134,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.6,,,
448,Kelvin Gutierrez\gutieke01,26,TOT,295,0.279,68,0.311,0.085,1.00%,25.80%,6.40%,90,45.10%,21.90%,60.20%,12.80%,1.51,26.50%,55.10%,18.40%,-0.9,-0.40%,-14.6,24%,0%,47%
449,Kelvin Gutierrez\gutieke01,26,KCR,142,0.242,42,0.272,0.081,0.70%,21.80%,4.20%,91,44.70%,19.20%,63.50%,10.60%,1.74,27.90%,55.80%,16.30%,-1,-0.40%,-11.2,23%,0%,55%
450,Kelvin Gutierrez\gutieke01,26,BAL,153,0.313,92,0.356,0.088,1.30%,29.40%,8.50%,88.8,45.70%,25.00%,56.50%,15.20%,1.3,25.00%,54.30%,20.70%,0.2,0.00%,-3.4,25%,,38%
451,Vladimir Gutiérrez\gutievl01,25,CIN,42,0.114,-97,0.158,0,0.00%,33.30%,4.80%,63.2,19.20%,0.00%,46.20%,11.50%,2.4,11.50%,61.50%,26.90%,-0.8,-0.50%,-8.2,60%,,0%
452,Ronald Guzman\guzmaro01,26,TEX,17,0.157,-14,0,0.188,5.90%,35.30%,5.90%,87.2,20.00%,0.00%,60.00%,40.00%,1.5,60.00%,40.00%,0.00%,-0.3,-0.10%,-3.5,0%,,
453,Eric Haase\haaseer01,28,DET,381,0.325,107,0.278,0.228,5.80%,31.20%,6.80%,90.9,47.90%,21.40%,38.50%,32.50%,0.63,34.20%,47.00%,18.80%,-0.5,0.00%,-3.4,30%,100%,27%
454,Jake Hager\hagerja01,28,TOT,30,0.183,-2,0.25,0,0.00%,46.70%,13.30%,86.2,16.70%,41.70%,41.70%,16.70%,0.71,25.00%,41.70%,33.30%,0,0.00%,-0.7,29%,,33%
455,Jake Hager\hagerja01,28,NYM,8,0.112,-48,0.2,0,0.00%,37.50%,0.00%,87.1,20.00%,40.00%,40.00%,20.00%,0.67,20.00%,60.00%,20.00%,0,0.00%,-0.7,100%,,0%
456,Jake Hager\hagerja01,28,ARI,22,0.208,15,0.286,0,0.00%,50.00%,18.20%,85.6,14.30%,42.90%,42.90%,14.30%,0.75,28.60%,28.60%,42.90%,-0.1,0.00%,0,17%,,100%
457,Sam Haggerty\haggesa01,27,SEA,94,0.254,53,0.25,0.105,2.10%,29.80%,6.40%,85.4,39.00%,20.30%,49.20%,20.30%,1.04,32.20%,54.20%,13.60%,-0.3,-0.20%,-7.9,62%,83%,17%
458,Billy Hamilton\hamilbi02,30,CHW,135,0.277,56,0.329,0.157,1.50%,34.80%,3.00%,81.7,20.50%,25.00%,34.50%,23.80%,0.57,31.00%,47.60%,21.40%,0,0.20%,-8.1,70%,100%,69%
459,J.D. Hammer\hammejd01,26,PHI,1,0,-132,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
460,Garrett Hampson\hampsga01,26,COL,494,0.294,63,0.291,0.146,2.20%,23.90%,6.70%,83.7,31.40%,23.80%,37.40%,28.20%,0.66,22.60%,58.20%,19.10%,-1.8,-0.10%,-18.9,44%,71%,68%
461,Mitch Haniger\hanigmi01,30,SEA,691,0.349,125,0.281,0.232,5.60%,24.50%,7.80%,89.3,45.10%,19.60%,43.10%,29.20%,0.76,34.90%,51.60%,13.50%,2.7,2.50%,29.5,39%,100%,34%
462,Ian Happ\happia01,26,CHC,535,0.338,105,0.281,0.209,4.70%,29.20%,11.60%,88.9,41.90%,20.20%,46.50%,28.20%,0.88,31.70%,48.40%,19.90%,0.5,-1.10%,4.2,26%,82%,28%
463,J.A. Happ\happja01,38,STL,15,0.046,-92,0,0,0.00%,33.30%,6.70%,77.7,22.20%,22.20%,55.60%,11.10%,1.67,22.20%,55.60%,22.20%,-0.3,-0.10%,-3.1,0%,,
464,Bryce Harper\harpebr03,28,PHI,599,0.438,178,0.359,0.305,5.80%,22.40%,16.70%,91.1,49.70%,27.20%,39.70%,26.40%,0.69,31.10%,48.60%,20.30%,4.7,3.60%,55.5,30%,81%,36%
465,Ryne Harper\harpery01,32,WSN,2,0,-356,,0,0.00%,50.00%,0.00%,37.8,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,100.00%,0,0.00%,-0.3,,,
466,Josh Harrison\harrijo05,33,TOT,558,0.332,110,0.313,0.121,1.40%,13.40%,5.60%,87,32.60%,27.30%,40.20%,27.30%,0.67,26.80%,55.70%,17.60%,-0.7,-0.50%,0.3,28%,64%,44%
467,Josh Harrison\harrijo05,33,WSN,359,0.36,127,0.332,0.141,1.70%,13.90%,7.00%,87.3,32.80%,29.20%,37.30%,27.30%,0.6,26.20%,55.00%,18.80%,0.4,0.10%,10.2,26%,71%,50%
468,Josh Harrison\harrijo05,33,OAK,199,0.281,80,0.281,0.086,1.00%,12.60%,3.00%,86.5,32.10%,24.10%,45.10%,27.20%,0.82,27.80%,56.80%,15.40%,-1,-0.60%,-9.9,30%,57%,35%
469,Monte Harrison\harrimo01,25,MIA,11,0.164,13,0.286,0.1,0.00%,27.30%,0.00%,78.6,37.50%,25.00%,50.00%,0.00%,1.33,25.00%,62.50%,12.50%,-0.2,-0.10%,-2.8,0%,0%,
470,Matt Harvey\harvema01,32,BAL,6,0,-175,0,0,0.00%,50.00%,0.00%,66.9,0.00%,0.00%,33.30%,33.30%,1,0.00%,100.00%,0.00%,-0.1,-0.10%,-2,,,
471,Adam Haseley\haselad01,25,PHI,21,0.178,-6,0.235,0.048,0.00%,19.10%,0.00%,84.4,17.60%,23.50%,41.20%,29.40%,0.7,5.90%,58.80%,35.30%,-0.3,-0.20%,-2.8,50%,,100%
472,Ke'Bryan Hayes\hayeske01,24,PIT,396,0.308,84,0.321,0.116,1.50%,22.00%,7.80%,90.2,46.20%,19.50%,57.40%,19.90%,1.35,13.40%,61.70%,24.90%,-0.7,0.00%,-3.6,36%,90%,33%
473,Austin Hays\haysau01,25,BAL,529,0.33,104,0.286,0.205,4.20%,20.20%,5.30%,88.4,39.20%,22.60%,42.60%,26.80%,0.75,29.40%,53.20%,17.40%,1.5,0.20%,8.9,36%,57%,40%
474,Andrew Heaney\heanean01,30,TOT,4,0.396,152,1,0,0.00%,50.00%,25.00%,94.1,0.00%,100.00%,0.00%,0.00%,0,0.00%,0.00%,100.00%,0.1,0.00%,0.8,50%,,
475,Andrew Heaney\heanean01,30,LAA,3,0.528,245,1,0,0.00%,33.30%,33.30%,94.1,0.00%,100.00%,0.00%,0.00%,0,0.00%,0.00%,100.00%,0.1,0.00%,1.1,50%,,
476,Andrew Heaney\heanean01,30,NYY,1,0,-126,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
477,Nick Heath\heathni01,27,ARI,39,0.177,10,0.25,0.029,0.00%,38.50%,10.30%,84.8,30.00%,25.00%,45.00%,25.00%,0.82,25.00%,55.00%,20.00%,-0.4,0.00%,-4.8,33%,0%,0%
478,Austin Hedges\hedgeau01,28,CLE,312,0.233,35,0.214,0.129,3.20%,27.90%,4.80%,82.9,30.60%,20.60%,33.50%,28.20%,0.55,30.90%,53.10%,15.90%,-0.9,-0.80%,-22.4,39%,100%,31%
479,Jonah Heim\heimjo01,26,TEX,285,0.259,57,0.21,0.162,3.50%,20.40%,5.30%,86.8,38.10%,22.70%,39.80%,24.20%,0.67,29.90%,55.90%,14.20%,-0.5,-0.30%,-13.6,21%,75%,50%
480,Scott Heineman\heinesc01,28,CIN,34,0.227,16,0.077,0.2,5.90%,44.10%,8.80%,82.8,20.00%,0.00%,40.00%,33.30%,0.67,26.70%,53.30%,20.00%,-0.3,-0.20%,-4.8,60%,,50%
481,Heath Hembree\hembrhe01,32,TOT,1,0,-145,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
482,Heath Hembree\hembrhe01,32,CIN,1,0,-145,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
483,Kyle Hendricks\hendrky01,31,CHC,61,0.13,-59,0.231,0.019,0.00%,42.60%,3.30%,67.4,12.10%,12.10%,48.50%,12.10%,2,9.10%,66.70%,24.20%,-0.7,-0.20%,-8.6,38%,,0%
484,Ryan Hendrix\hendrry01,26,CIN,1,0,-145,0,0,0.00%,0.00%,0.00%,99.6,100.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,0,0.00%,-0.5,,,
485,Payton Henry\henrypa01,24,MIA,16,0.29,74,0.4,0.067,0.00%,31.30%,6.30%,89.8,60.00%,40.00%,30.00%,20.00%,0.43,0.00%,80.00%,20.00%,-0.2,0.00%,-0.5,0%,,
486,Sam Hentges\hentgsa01,24,CLE,1,0,-127,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
487,Guillermo Heredia\heredgu01,30,ATL,347,0.298,71,0.282,0.134,1.40%,23.30%,9.20%,86.3,34.70%,25.80%,43.60%,22.70%,0.78,28.00%,53.30%,18.70%,-1.6,-1.20%,-8.7,40%,,64%
488,Michael Hermosillo\hermomi01,26,CHC,38,0.309,86,0.19,0.306,7.90%,31.60%,2.60%,89.3,33.30%,12.50%,20.80%,45.80%,0.26,37.50%,41.70%,20.80%,0.1,0.00%,-1.1,33%,,67%
489,Carlos Hernandez\hernaca04,24,KCR,4,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,0.00%,-2.1,,,
490,Cesar Hernandez\hernace02,31,TOT,637,0.305,88,0.266,0.154,3.30%,21.20%,9.30%,86.4,33.30%,23.70%,45.40%,25.10%,0.86,27.90%,56.50%,15.60%,-0.7,-0.10%,-9,36%,50%,33%
491,Cesar Hernandez\hernace02,31,CLE,420,0.324,102,0.256,0.199,4.30%,21.40%,9.10%,87.8,36.20%,24.70%,44.10%,25.30%,0.81,25.80%,58.50%,15.70%,0.2,0.00%,0.4,38%,,36%
492,Cesar Hernandez\hernace02,31,CHW,217,0.266,61,0.286,0.067,1.40%,20.70%,9.70%,83.6,27.70%,22.00%,48.00%,24.70%,0.97,32.00%,52.70%,15.30%,-0.8,-0.10%,-9.4,33%,50%,29%
493,Elieser Hernandez\hernael01,26,MIA,18,0.064,-139,0.143,0,0.00%,38.90%,0.00%,62.3,9.10%,18.20%,36.40%,0.00%,2,27.30%,54.50%,18.20%,-0.3,0.00%,-4,100%,,0%
494,Enrique Hernandez\hernaen02,29,BOS,585,0.344,108,0.278,0.199,3.40%,18.80%,10.40%,90.8,43.20%,24.90%,33.60%,32.60%,0.51,33.30%,49.40%,17.30%,-0.2,-0.10%,1.7,36%,100%,51%
495,Teoscar Hernandez\hernate01,28,TOR,595,0.38,139,0.352,0.227,5.40%,24.90%,6.10%,91.8,49.50%,27.70%,39.40%,27.50%,0.65,28.00%,54.00%,18.10%,2.5,1.50%,41.8,35%,75%,49%
496,Yadiel Hernández\hernaya01,33,WSN,289,0.341,112,0.318,0.14,3.10%,20.40%,7.60%,89.4,38.30%,22.20%,55.10%,21.70%,1.24,24.60%,53.10%,22.20%,0,0.00%,-0.9,28%,100%,26%
497,Yonny Hernandez\hernayo02,23,TEX,166,0.28,65,0.277,0.035,0.00%,19.30%,10.20%,81,15.90%,26.50%,51.30%,15.90%,1.16,21.20%,51.30%,27.40%,-1,0.00%,-10.1,29%,85%,50%
498,Odubel Herrera\herreod01,29,PHI,492,0.327,98,0.285,0.156,2.60%,15.70%,5.90%,87.7,40.20%,25.90%,47.80%,17.70%,0.96,24.30%,55.90%,19.80%,-0.4,0.00%,2.1,33%,86%,35%
499,David Hess\hessda01,27,MIA,4,0,-131,0,0,0.00%,75.00%,0.00%,81.3,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-1.1,,,
500,Jason Heyward\heywaja01,31,CHC,353,0.293,73,0.247,0.133,2.30%,19.30%,7.70%,88.2,42.90%,20.80%,50.60%,18.80%,1.02,34.50%,55.30%,10.20%,-1.8,-0.80%,-7.4,30%,83%,63%
501,Aaron Hicks\hicksaa01,31,NYY,126,0.277,70,0.224,0.139,3.20%,23.80%,11.10%,89.3,38.80%,25.00%,33.80%,27.50%,0.51,30.00%,57.50%,12.50%,-0.6,-0.30%,-3.3,27%,,22%
502,John Hicks\hicksjo02,31,TEX,31,0.381,144,0.211,0.419,12.90%,25.80%,0.00%,90.6,34.80%,13.00%,34.80%,43.50%,0.53,52.20%,26.10%,21.70%,0.2,0.00%,1.4,50%,,33%
503,Kyle Higashioka\higasky01,31,NYY,211,0.271,65,0.2,0.207,4.70%,28.00%,8.10%,90.5,48.10%,24.40%,28.10%,35.60%,0.39,31.10%,54.80%,14.10%,-0.2,-0.30%,-6.8,24%,,31%
504,P.J. Higgins\higgipj01,28,CHC,25,0.128,-43,0.067,0,0.00%,32.00%,8.00%,82.4,13.30%,13.30%,60.00%,20.00%,1.5,40.00%,46.70%,13.30%,-0.6,-0.50%,-5.8,33%,,50%
505,Derek Hill\hillde01,25,DET,150,0.3,90,0.351,0.129,2.00%,28.00%,6.70%,82.6,30.20%,30.90%,38.10%,17.50%,0.7,26.80%,52.60%,20.60%,-0.7,0.00%,-0.2,36%,67%,75%
506,Rich Hill\hillri01,41,TOT,26,0.1,-69,0.214,0,0.00%,38.50%,0.00%,53.7,0.00%,6.30%,50.00%,0.00%,8,6.30%,75.00%,18.80%,-0.6,-0.40%,-5.5,0%,,0%
507,Rich Hill\hillri01,41,TBR,4,0.199,23,0.5,0,0.00%,50.00%,0.00%,51,0.00%,0.00%,50.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,0.1,0%,,
508,Rich Hill\hillri01,41,NYM,22,0.08,-88,0.167,0,0.00%,36.40%,0.00%,54.1,0.00%,7.10%,50.00%,0.00%,7,7.10%,71.40%,21.40%,-0.6,-0.40%,-5.5,0%,,0%
509,Sam Hilliard\hillisa01,27,COL,238,0.331,87,0.283,0.248,5.90%,36.60%,9.70%,89.4,38.60%,18.10%,43.30%,29.10%,0.77,32.30%,53.50%,14.20%,0.2,-0.10%,6.7,32%,100%,40%
510,Keston Hiura\hiurake01,24,MIL,197,0.255,43,0.269,0.133,2.00%,39.10%,7.10%,89.6,41.40%,22.20%,35.40%,30.30%,0.56,28.30%,47.50%,24.20%,-1.9,-1.30%,-13.6,26%,100%,11%
511,Nico Hoerner\hoernni01,24,CHC,170,0.343,111,0.36,0.067,0.00%,14.70%,10.00%,86.6,34.40%,26.40%,49.60%,17.60%,1,26.40%,51.20%,22.40%,0.9,0.50%,7.9,20%,63%,31%
512,Jeff Hoffman\hoffmje02,28,CIN,16,0.12,-70,0.167,0,0.00%,18.80%,0.00%,69.8,23.10%,30.80%,23.10%,23.10%,0.43,7.70%,61.50%,30.80%,-0.1,0.00%,-2.4,50%,,100%
513,Bryan Holaday\holadbr01,33,ARI,34,0.239,37,0.375,0.065,0.00%,44.10%,2.90%,88.4,25.00%,25.00%,37.50%,25.00%,0.6,37.50%,50.00%,12.50%,-0.3,0.00%,-4.6,22%,,
514,Jordan Holloway\hollojo01,25,MIA,10,0.09,-67,0.25,0,0.00%,60.00%,0.00%,95.1,75.00%,25.00%,50.00%,0.00%,1,50.00%,0.00%,50.00%,-0.1,0.00%,-2,0%,,
515,Clay Holmes\holmecl01,28,TOT,1,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
516,Clay Holmes\holmecl01,28,PIT,1,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
517,Brock Holt\holtbr01,33,TEX,260,0.261,57,0.254,0.089,0.80%,18.90%,8.90%,86.1,24.60%,22.50%,48.70%,22.50%,0.95,32.10%,49.70%,18.20%,-0.5,0.00%,-9.4,27%,83%,32%
518,Rhys Hoskins\hoskirh01,28,PHI,443,0.378,136,0.27,0.283,6.10%,24.40%,10.60%,91.2,46.30%,24.40%,29.70%,36.70%,0.42,34.30%,48.40%,17.30%,1.3,1.00%,11.7,31%,60%,39%
519,Eric Hosmer\hosmeer01,31,SDP,565,0.325,107,0.313,0.126,2.10%,17.50%,8.50%,90.3,47.30%,23.20%,55.70%,14.80%,1.27,19.90%,61.30%,18.90%,0.8,0.60%,6,23%,56%,28%
520,Tanner Houck\houckta01,25,BOS,1,0,-134,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
521,Adrian Houser\housead01,28,MIL,46,0.143,-39,0.1,0.143,4.40%,65.20%,4.40%,73.4,35.70%,7.10%,42.90%,21.40%,1.2,0.00%,78.60%,21.40%,-0.6,-0.40%,-7.7,0%,,0%
522,Spencer Howard\howarsp01,24,TOT,7,0.357,124,0.667,0.167,0.00%,42.90%,0.00%,74.2,25.00%,25.00%,50.00%,0.00%,2,0.00%,25.00%,75.00%,-0.1,0.00%,-0.6,0%,,
523,Spencer Howard\howarsp01,24,PHI,7,0.357,124,0.667,0.167,0.00%,42.90%,0.00%,74.2,25.00%,25.00%,50.00%,0.00%,2,0.00%,25.00%,75.00%,-0.1,0.00%,-0.6,0%,,
524,Jared Hoying\hoyinja01,32,TOR,3,0,-128,0,0,0.00%,33.30%,0.00%,83.7,0.00%,50.00%,0.00%,0.00%,0,0.00%,0.00%,100.00%,-0.1,0.00%,-1.1,,,
525,Dakota Hudson\hudsoda02,26,STL,4,0.374,141,1,0,0.00%,50.00%,25.00%,66.3,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,0,0.00%,-0.1,50%,,0%
526,Tommy Hunter\hunteto02,34,NYM,1,0.899,508,1,0,0.00%,0.00%,0.00%,99.7,100.00%,100.00%,0.00%,0.00%,0,100.00%,0.00%,0.00%,0,0.00%,0.3,100%,,
527,Scott Hurst\hurstsc01,25,STL,5,0,-124,0,0,0.00%,20.00%,0.00%,82.4,0.00%,50.00%,0.00%,50.00%,0,0.00%,75.00%,25.00%,0,0.00%,-1.1,,,100%
528,Drew Hutchison\hutchdr01,30,DET,1,0,-122,0,0,0.00%,0.00%,0.00%,77.7,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,0,0.00%,-0.1,,,
529,Andy Ibáñez\ibanean01,28,TEX,272,0.33,108,0.297,0.158,2.60%,12.90%,5.50%,88.5,38.80%,22.30%,37.70%,31.80%,0.61,25.00%,58.60%,16.40%,0.5,-0.10%,4.1,30%,,28%
530,José Iglesias\iglesjo01,31,TOT,511,0.303,85,0.305,0.12,1.80%,14.70%,4.10%,85.4,28.90%,29.30%,42.10%,22.00%,0.73,23.70%,60.60%,15.60%,-1.2,-0.20%,-16,38%,71%,44%
531,José Iglesias\iglesjo01,31,LAA,447,0.291,77,0.291,0.116,1.80%,14.80%,4.00%,85.8,30.40%,28.70%,42.90%,22.80%,0.75,24.00%,61.30%,14.80%,-1.6,-0.60%,-19.1,40%,71%,47%
532,José Iglesias\iglesjo01,31,BOS,64,0.389,140,0.408,0.153,1.60%,14.10%,4.70%,82,18.00%,34.00%,36.00%,16.00%,0.56,22.00%,56.00%,22.00%,0.4,0.40%,3.1,28%,,29%
533,Ender Inciarte\inciaen01,30,ATL,89,0.265,44,0.268,0.101,2.30%,24.70%,7.90%,81.4,15.00%,18.30%,45.00%,21.70%,0.9,23.30%,60.00%,16.70%,-1.1,-0.60%,-6.4,41%,100%,25%
534,Jonathan India\indiajo01,24,CIN,631,0.377,121,0.326,0.19,3.30%,22.40%,11.30%,87.5,38.60%,22.70%,44.70%,26.30%,0.81,37.40%,51.80%,10.90%,1.6,1.30%,22.9,36%,80%,38%
535,Cole Irvin\irvinco01,27,OAK,7,0.357,144,0.333,0,0.00%,28.60%,0.00%,67.1,0.00%,20.00%,40.00%,0.00%,2,40.00%,60.00%,0.00%,0,0.00%,-0.1,0%,,
536,Kyle Isbel\isbelky01,24,KCR,83,0.345,109,0.385,0.158,1.20%,27.70%,8.40%,85.4,30.20%,26.40%,34.00%,22.60%,0.55,32.10%,41.50%,26.40%,0,-0.10%,-0.3,56%,100%,50%
537,Alex Jackson\jacksal02,25,TOT,151,0.235,33,0.273,0.099,2.00%,48.30%,8.60%,89.6,41.40%,25.90%,34.50%,29.30%,0.53,36.20%,53.40%,10.30%,-1.2,-0.20%,-10.6,29%,,50%
538,Alex Jackson\jacksal02,25,ATL,28,0.173,-21,0.1,0,0.00%,46.40%,7.10%,92.8,40.00%,10.00%,60.00%,30.00%,1.5,40.00%,60.00%,0.00%,-0.3,-0.20%,-2.5,33%,,0%
539,Alex Jackson\jacksal02,25,MIA,123,0.248,45,0.311,0.12,2.40%,48.80%,8.90%,88.9,41.70%,29.20%,29.20%,29.20%,0.41,35.40%,52.10%,12.50%,-0.9,0.00%,-8.1,28%,,63%
540,Andre Jackson\jacksan01,25,LAD,4,0,-133,0,0,0.00%,75.00%,0.00%,80.4,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,-0.1,0.00%,-0.7,,,
541,Jay Jackson\jacksja01,33,SFG,1,0,-131,0,0,0.00%,0.00%,0.00%,48,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.4,,,
542,Travis Jankowski\jankotr01,30,PHI,157,0.337,101,0.317,0.099,0.60%,18.50%,14.00%,81.4,20.20%,24.00%,45.20%,19.20%,0.98,21.20%,54.80%,24.00%,0.1,-0.20%,4.9,42%,100%,43%
543,Danny Jansen\janseda01,26,TOR,205,0.335,109,0.233,0.25,5.40%,21.50%,8.30%,89.6,45.30%,29.80%,30.50%,24.80%,0.44,40.40%,47.50%,12.10%,-0.1,0.10%,-1.6,42%,,53%
544,Kenley Jansen\janseke01,33,LAD,1,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.4,,,
545,Griffin Jax\jaxgr01,26,MIN,3,0,-124,0,0,0.00%,66.70%,0.00%,82.7,0.00%,0.00%,0.00%,100.00%,0,0.00%,0.00%,100.00%,-0.1,0.00%,-1.2,,,
546,Jon Jay\jayjo02,36,LAA,14,0.298,82,0.417,0,0.00%,14.30%,0.00%,83.2,8.30%,8.30%,83.30%,8.30%,5,33.30%,41.70%,25.00%,-0.3,-0.20%,-0.6,40%,,67%
547,Ryan Jeffers\jeffery01,24,MIN,293,0.292,83,0.269,0.202,4.80%,36.90%,7.50%,89.2,44.00%,20.10%,43.40%,28.90%,0.77,27.70%,56.00%,16.40%,-1.4,-0.40%,-5.8,22%,0%,20%
548,Jake Jewell\jewelja01,28,CHC,1,0,-133,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.4,,,
549,Eloy Jimenez\jimenel02,24,CHW,231,0.331,106,0.293,0.188,4.30%,24.70%,6.90%,90.5,45.80%,23.60%,48.40%,22.30%,0.94,24.80%,53.50%,21.70%,0.4,0.30%,4.1,22%,,15%
550,Connor Joe\joeco01,28,COL,211,0.378,124,0.323,0.184,3.80%,19.40%,12.30%,88.2,39.00%,29.80%,33.30%,27.70%,0.5,29.10%,48.90%,22.00%,1.3,0.10%,16.3,21%,,44%
551,Daniel Johnson\johnsda07,25,CLE,81,0.276,65,0.283,0.156,4.90%,33.30%,4.90%,89.3,44.00%,26.00%,28.00%,34.00%,0.39,36.00%,48.00%,16.00%,-0.2,-0.10%,-4.2,29%,100%,33%
552,JaCoby Jones\jonesja07,29,DET,105,0.216,34,0.268,0.08,1.90%,40.00%,4.80%,89.4,36.20%,31.00%,44.80%,20.70%,0.81,29.30%,51.70%,19.00%,-0.7,-0.40%,-7.4,35%,50%,43%
553,Jahmai Jones\jonesja08,23,BAL,72,0.2,10,0.244,0.045,0.00%,36.10%,5.60%,86.2,26.80%,22.00%,36.60%,26.80%,0.6,22.00%,53.70%,24.40%,-0.9,0.00%,-10.3,33%,100%,20%
554,Nate Jones\jonesna01,35,TOT,1,0,-133,0,0,0.00%,0.00%,0.00%,69.2,0.00%,100.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.1,,,
555,Nate Jones\jonesna01,35,LAD,1,0,-133,0,0,0.00%,0.00%,0.00%,69.2,0.00%,100.00%,0.00%,0.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.1,,,
556,Taylor Jones\jonesta01,27,HOU,108,0.283,72,0.315,0.157,1.90%,26.90%,3.70%,90.6,43.20%,21.30%,49.30%,21.30%,0.97,29.30%,49.30%,21.30%,-0.5,-0.40%,-4.7,33%,,50%
557,Matt Joyce\joycema01,36,PHI,69,0.219,20,0.079,0.127,2.90%,23.20%,17.40%,85.7,27.50%,12.50%,50.00%,30.00%,1,30.00%,65.00%,5.00%,-0.6,-0.40%,-4.7,25%,,50%
558,Aaron Judge\judgeaa01,29,NYY,633,0.392,149,0.332,0.256,6.20%,25.00%,11.90%,95.8,58.40%,27.20%,42.10%,28.00%,0.73,25.90%,53.10%,20.90%,4.4,3.70%,37.7,25%,86%,37%
